Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
LADANG FELDA TERAPAI 3,80046604,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA TERAPAI 3,90039297,80046604,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FELDA TRIANG 2,80046595,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA TRIANG 2,90039297,80046595,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FELDA TRIANG 4,80046594,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA TRIANG 4,90039297,80046594,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FELDA TRIANG SELATAN 1,80046596,", ,",TRIANG,28300,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,123832414,,10920,1111110,,"(3.124868, 102.630397)",CO,,,Default,LADANG FELDA TRIANG SELATAN 1,90039297,80046596,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.124868, 102.630397)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(903646, 346093)","(903646, 346093)",,17:00:00,,- Invalid -
LADANG FLEMINGTON,80042678,", ,",SUNGAI SUMUN PO,36369,PER,COMNAT,,PEN,nazrulazi@petronas.com.my,195199200,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG FLEMINGTON,90037813,80042678,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG GADEK,80043043,", , JALAN KEMUNING",TAMPIN,73009,SER,COMNAT,,PEN,nornaem_nazli@petronas.com.my,172234605,,10920,1111110,,"(2.399737, 102.237624)",CO,,,Default,LADANG GADEK,90037764,80043043,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.399737, 102.237624)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(860145, 265671)","(860145, 265671)",,17:00:00,,- Invalid -
LADANG GEDONG,80045676,", ,",BAGAN SERAI,34300,PER,COMNAT,,PEN,safrikamal@petronas.com.my,378485227,,10920,1111110,,"(5.047674, 100.636072)",CO,,,Default,LADANG GEDONG,90037813,80045676,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.047674, 100.636072)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(681377, 558162)","(681377, 558162)",,17:00:00,,- Invalid -
LADANG GIRAM (SIPIT DIVISION),80050669,"PETI SURAT 19, KUNAK,",KUNAK,91207,SAB,COMNAT,EAST,SAB,firdaus_kamilrudin@petronas.com.my,,,,1111100,,"(4.686119, 118.251148)",CO,,,Default,LADANG GIRAM (SIPIT DIVISION),90043492,80050669,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.686119, 118.251148)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M849,,Commercial,STARSPRD01_ImportServer,22/12/15 12:36,Malaysia,"(2676110, 548723)","(2676110, 548723)",,17:00:00,,- Invalid -
LADANG GIRAM (ULU BALUNG DIVISION),80050668,"PETI SURAT 19, KUNAK,",KUNAK,91207,SAB,,EAST,SAB,firdaus_kamilrudin@petronas.com.my,,,,1111100,,"(4.686119, 118.251148)",CO,,,Default,LADANG GIRAM (ULU BALUNG DIVISION),NaN,80050668,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.686119, 118.251148)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M849,,Commercial,STARSPRD01_ImportServer,22/12/15 12:36,Malaysia,"(2676110, 548723)","(2676110, 548723)",,17:00:00,,- Invalid -
LADANG GLENEALY,80051651,"KLK - LADANG GLENEALY, (REYLAND/SENGGANG DIV), PARIT",PARIT,,PER,,NORTH,PEN,firdaus_kamilrudin@petronas.com.my,,,21840,1111100,,"(4.476685, 100.909747)",CO,,,Default,LADANG GLENEALY,NaN,80051651,D001,,,Invalid,,8:00:00,24:00:00,24:00:00,24:00:00,24:00:00,,,FALSE,"(4.476685, 100.909747)",STARSPRD01_ImportServer,31/08/16 1:06,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,30/08/16 16:23,Malaysia,"(711902, 495094)","(711902, 495094)",,17:00:00,,- Invalid -
LADANG GUNUNG MAS,80042853,"K.B. NO. 512, JAGOH, ,",KLUANG,86009,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,198555151,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG GUNUNG MAS,90037813,80042853,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG GUNUNG SUMALAYANG,80045617,"KM 20, JLN KLUANG-KOTA TINGGI, KARUNG BERKUNCI 535",KLUANG,86009,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,77863444,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG GUNUNG SUMALAYANG,90004015,80045617,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG HOLYROOD,80042660,", ,",SELAMA,34160,PER,COMNAT,NORTH,PEN,nazrulazi@petronas.com.my,197201376,,10920,1111110,,"(5.236196, 100.682197)",CO,,,Default,LADANG HOLYROOD,90037813,80042660,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.236196, 100.682197)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(686437, 579023)","(686437, 579023)",,17:00:00,,- Invalid -
LADANG INTAN,80051627,"LADANG INTAN, KM 15, JALAN TRUSAN, P.O. BOX 292",LAWAS,98857,SAR,COMNAT,EAST,SWK,firdaus_kamilrudin@petronas.com.my,,,"21,840",1111100,,"(4.834950, 115.393737)",CO,,,Default,LADANG INTAN,90037878,80051627,D001,,,Invalid,,7:00:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(4.834950, 115.393737)",STARSPRD01_ImportServer,31/08/16 1:05,,,FALSE,,FL,M848,,Commercial,STARSPRD01_ImportServer,24/08/16 12:09,Malaysia,"(2342888, 557115)","(2342888, 557115)",,17:00:00,,- Invalid -
LADANG JABOR (KT),80042728,", ,",KUANTAN,25990,PAH,COMNAT,,PEN,nazrulazi@petronas.com.my,128432533,,10920,1111110,,"(4.595783, 103.342444)",CO,,,Default,LADANG JABOR (KT),90037813,80042728,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.595783, 103.342444)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(982121, 509449)","(982121, 509449)",,17:00:00,,- Invalid -
LADANG JAGUNG MANIS (BLOCK A),80045627,", ,",BUKIT KAYU HITAM,6050,KED,COMNAT,,PEN,safrikamal@petronas.com.my,378485227,,10920,1111110,,"(6.484607, 100.419032)",CO,,,Default,LADANG JAGUNG MANIS (BLOCK A),90037813,80045627,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.484607, 100.419032)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(656915, 716994)","(656915, 716994)",,17:00:00,,- Invalid -
LADANG JAYA,80043047,"KM 14, JALAN KOTA TINGGI-MERSING, BANDAR SRI PERANI,",KOTA TINGGI,81900,JOH,COMNAT,,PEN,nornaem_nazli@petronas.com.my,198457016,,10920,1111110,,"(1.772824, 103.980090)",CO,,,Default,LADANG JAYA,90037764,80043047,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.772824, 103.980090)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1054598, 196698)","(1054598, 196698)",,17:00:00,,- Invalid -
LADANG JEMORENG,80050613,"LOT 1495, BLK 0, SG BRUAN, BATANG JEMORENG, DAERAH MATU",MUKAH,96250,SAR,,,SWK,firdaus_kamilrudin@petronas.com.my,,,,1111111,,"(2.695496, 111.471672)",CO,,,Default,LADANG JEMORENG,NaN,80050613,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.695496, 111.471672)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M857,,Commercial,STARSPRD01_ImportServer,15/10/15 15:51,Malaysia,"(1897364, 305175)","(1897364, 305175)",,23:59:59,,- Invalid -
LADANG JENTAR,80042723,"KERDAU PO, ,",TEMERLOH,28010,PAH,COMNAT,,PEN,nazrulazi@petronas.com.my,197552256,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG JENTAR,90037813,80042723,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG JENTAYU,80035651,"BATU 8 JALAN JENIANG, ,",GURUN,8300,KED,COMNAT,NORTH,PEN,shukhai@petronas.com.my,,,10920,1111111,,"(5.817290, 100.527394)",CO,,,Default,LADANG JENTAYU,90043495,80035651,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.817290, 100.527394)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,22/03/15 20:19,Malaysia,"(669111, 643236)","(669111, 643236)",,23:59:59,,- Invalid -
LADANG JENTAYU (BKT SELAMBAU DIV),80036924,"BT 36 JALAN BUKIT SELAMBAU, ,",JENIANG,8300,KED,COMNAT,,PEN,shukhai@petronas.com.my,124083997,,10920,1111110,,"(5.817245, 100.527466)",CO,,,Default,LADANG JENTAYU (BKT SELAMBAU DIV),90043495,80036924,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.817245, 100.527466)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(669119, 643231)","(669119, 643231)",,17:00:00,,- Invalid -
LADANG KAHANG,80043560,"PETI SURAT 12, ,","KLUANG, JOHOR",86700,JOH,SOUTH1,,PEN,norazlina_kariman@petronas.com.my,,,,1111111,,"(2.228386, 103.538226)",CO,,,Default,LADANG KAHANG,90038183,80043560,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.228386, 103.538226)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,13/05/15 15:21,Malaysia,"(1005142, 247084)","(1005142, 247084)",,23:59:59,,- Invalid -
LADANG KAHANG 2,80043918,"KAHANG LADANG KAHANG, ,",KLUANG,86700,JOH,SOUTH1,SOUTH,PEN,norazlina_kariman@petronas.com.my,,,16380,1111111,,"(2.218822, 103.545431)",CO,,,Default,LADANG KAHANG 2,90038183,80043918,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.218822, 103.545431)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,06/01/15 10:25,Malaysia,"(1005949, 246026)","(1005949, 246026)",,23:59:59,,- Invalid -
LADANG KALUMPANG (GEDONG DIV),80046143,", ,",BAGAN SERAI,34300,PER,COMNAT,,PEN,safrikamal@petronas.com.my,378485227,,10920,1111110,,"(5.047674, 100.636072)",CO,,,Default,LADANG KALUMPANG (GEDONG DIV),90037813,80046143,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.047674, 100.636072)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(681377, 558162)","(681377, 558162)",,17:00:00,,- Invalid -
LADANG KALUMPONG,80042665,"LADANG KALUMPONG/BYRAM, ,",BAGAN SERAI,34300,PER,COMNAT,NORTH,PEN,nazrulazi@petronas.com.my,194158583,,10920,1111110,,"(5.047310, 100.552303)",CO,,,Default,LADANG KALUMPONG,90037813,80042665,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.047310, 100.552303)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(672088, 558099)","(672088, 558099)",,17:00:00,,- Invalid -
LADANG KAMUNING,80042781,", ,",SUNGAI SIPUT,31100,PER,COMNAT,,PEN,nazrulazi@petronas.com.my,193131377,,10920,1111110,,"(4.884364, 101.101305)",CO,,,Default,LADANG KAMUNING,90037813,80042781,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.884364, 101.101305)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(733031, 540246)","(733031, 540246)",,17:00:00,,- Invalid -
LADANG KEMEDAK,80045868,"DARI SEGAMAT KUANTAN HIGHWAY, ,","SEGAMAT, JOHOR",85009,JOH,SOUTH1,,PEN,syahnazh_mohamad@petronas.com.my,127939400,,21840,1111110,,"(2.510516, 102.839862)",CO,,,Default,LADANG KEMEDAK,90031010,80045868,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.510516, 102.839862)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(927194, 278117)","(927194, 278117)",,17:00:00,,- Invalid -
LADANG KEMEDAK(EPA),90031010,"KB 525 85009, ,",SEGAMAT,85009,JOH,SOUTH1,,PEN,mnagib_mshah@petronas.com.my,127939400,,21840,1111110,,"(2.510516, 102.839862)",CO,,,Default,LADANG KEMEDAK(EPA),90031010,90031010,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.510516, 102.839862)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(927194, 278117)","(927194, 278117)",,17:00:00,,- Invalid -
LADANG KEMPAS,80042849,"K.B. NO. 1710, ,",JASIN,77000,MEL,COMNAT,,PEN,nazrulazi@petronas.com.my,132925991,,10920,1111110,,"(2.261010, 102.369231)",CO,,,Default,LADANG KEMPAS,90037813,80042849,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.261010, 102.369231)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(874838, 250346)","(874838, 250346)",,17:00:00,,- Invalid -
LADANG KEMPAS KLEBANG,80034035,", ,","P.O.BOX 105, PALOH",86609,JOH,COMNAT,,PEN,,198520790,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG KEMPAS KLEBANG,90037813,80034035,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG KEMUNING,80042733,", ,",TEBONG,76460,MEL,COMNAT,,PEN,nazrulazi@petronas.com.my,133481328,,21840,1111110,,"(2.399737, 102.237624)",CO,,,Default,LADANG KEMUNING,90037813,80042733,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.399737, 102.237624)",STARSPRD01_ImportServer,28/06/16 1:05,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(860145, 265671)","(860145, 265671)",,17:00:00,,- Invalid -
LADANG KERDAU,80042724,"KERDAU PO, ,",TEMERLOH,28409,PAH,COMNAT,,PEN,nazrulazi@petronas.com.my,123544459,,10920,1111110,,"(3.109744, 102.532671)",CO,,,Default,LADANG KERDAU,90037813,80042724,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.109744, 102.532671)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(892772, 344381)","(892772, 344381)",,17:00:00,,- Invalid -
LADANG KINTA KELLAS,80042673,", ,",BATU GAJAH,31007,PER,COMNAT,,PEN,nazrulazi@petronas.com.my,196665928,,10920,1111110,,"(4.183330, 100.652837)",CO,,,Default,LADANG KINTA KELLAS,90037813,80042673,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.183330, 100.652837)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(683458, 462585)","(683458, 462585)",,17:00:00,,- Invalid -
LADANG KOH FOH,80042697,", ,",BAHAU,,SER,COMNAT,SOUTH,PEN,nazrulazi@petronas.com.my,123832414,,10920,1111110,,"(2.806704, 102.438580)",CO,,,Default,LADANG KOH FOH,90043495,80042697,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.806704, 102.438580)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(882402, 310790)","(882402, 310790)",,17:00:00,,- Invalid -
LADANG KOPERASI JAWI BERHAD,80045370,"BATU 26 JLN ENDAU, MERSING, ,","KAHANG, KLUANG",86700,JOH,SOUTH1,,PEN,syahnazh_mohamad@petronas.com.my,73511537,,21840,1111110,,"(1.463426, 103.754717)",CO,,,Default,LADANG KOPERASI JAWI BERHAD,90039024,80045370,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.463426, 103.754717)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1029521, 162315)","(1029521, 162315)",,17:00:00,,- Invalid -
LADANG KPF SAMARAHAN,80051157,"JALAN ASAJAYA, OFF JALAN LUBUK PUNGGUR,",KOTA SAMARAHAN,94300,SAR,COMNAT,EAST,SWK,firdaus_kamilrudin@petronas.com.my,,,20000,1111100,,"(1.442755, 110.497708)",CO,,,Default,LADANG KPF SAMARAHAN,90041171,80051157,D001,,,Invalid,,8:00:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(1.442755, 110.497708)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M855,,Commercial,STARSPRD01_ImportServer,14/03/16 15:56,Malaysia,"(1787724, 162755)","(1787724, 162755)",,17:00:00,,- Invalid -
LADANG KUALA KABONG,80045852,"2 KM DARI JLN BKT BATU-AIR BALOI, ,","KULAI, JOHOR",81020,JOH,SOUTH1,,PEN,syahnazh_mohamad@petronas.com.my,127939400,,21840,1111110,,"(1.651821, 103.603675)",CO,,,Default,LADANG KUALA KABONG,90031012,80045852,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.651821, 103.603675)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1012617, 183171)","(1012617, 183171)",,17:00:00,,- Invalid -
LADANG KUALA KABONG(EPA),90031012,"K.B 125, ,",KULAI,81020,JOH,SOUTH1,,PEN,mnagib_mshah@petronas.com.my,127939400,,21840,1111110,,"(1.651821, 103.603675)",CO,,,Default,LADANG KUALA KABONG(EPA),90031012,90031012,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.651821, 103.603675)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1012617, 183171)","(1012617, 183171)",,17:00:00,,- Invalid -
LADANG KULAI,80042736,"C/O LADANG CEP RENGAM, K/B NO. 108,",KULAI,81000,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,378485227,,10920,1111110,,"(1.651821, 103.603675)",CO,,,Default,LADANG KULAI,90037813,80042736,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.651821, 103.603675)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1012617, 183171)","(1012617, 183171)",,17:00:00,,- Invalid -
LADANG KULAI (KELAN DIV.),80042741,", ,",KULAI,81000,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,123832414,,10920,1111110,,"(1.866665, 103.616669)",CO,,,Default,LADANG KULAI (KELAN DIV.),90037813,80042741,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.866665, 103.616669)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1014008, 206999)","(1014008, 206999)",,17:00:00,,- Invalid -
LADANG LABIS BAHRU,80045867,"9 KM DARI LABIS - SEGAMAT HIGHWAY, ,","SEGAMAT, JOHOR",85009,JOH,SOUTH1,,PEN,syahnazh_mohamad@petronas.com.my,127939400,,21840,1111110,,"(2.470839, 103.014092)",CO,,,Default,LADANG LABIS BAHRU,90031008,80045867,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.470839, 103.014092)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(946622, 273779)","(946622, 273779)",,17:00:00,,- Invalid -
LADANG LABU,80042714,", ,",LABU,71900,SER,COMNAT,,PEN,nazrulazi@petronas.com.my,133057901,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG LABU,90037813,80042714,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG LAMBAK,80042755,", ,",KLUANG,86009,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,197124635,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG LAMBAK,90037813,80042755,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG LANADRON,80042742,", ,",PANCHOR,84500,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,196603160,,10920,1111110,,"(1.851083, 103.048535)",CO,,,Default,LADANG LANADRON,90037813,80042742,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.851083, 103.048535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(950644, 205116)","(950644, 205116)",,17:00:00,,- Invalid -
LADANG LEKIR,80051660,"KLK, BATU 12 LEKIR, SITIAWAN",SITIAWAN,,PER,,NORTH,PEN,firdaus_kamilrudin@petronas.com.my,,,21840,1111100,,"(4.120497, 100.775357)",CO,,,Default,LADANG LEKIR,NaN,80051660,D001,,,Invalid,,8:00:00,24:00:00,24:00:00,24:00:00,24:00:00,,,FALSE,"(4.120497, 100.775357)",STARSPRD01_ImportServer,31/08/16 1:06,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,30/08/16 16:50,Malaysia,"(697077, 455666)","(697077, 455666)",,17:00:00,,- Invalid -
LADANG MAWAR,80043053,"LADANG MAWAR SDN BHD, ,",KEMAMAN,24000,TRE,COMNAT,,PEN,nornaem_nazli@petronas.com.my,123832414,,10920,1111110,,"(4.127686, 103.240919)",CO,,,Default,LADANG MAWAR,90037764,80043053,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.127686, 103.240919)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(971121, 457498)","(971121, 457498)",,17:00:00,,- Invalid -
LADANG MAWAR SDN BHD,90043838,"NO 7 & 9,, JALAN 5/65C OFF JALAN PAHANG BARAT,",KUALA LUMPUR,53000,PSK,COMNAT,CENTRAL,PEN,firdaus_kamilrudin@petronas.com.my,342897888,,,1111111,,"(3.176566, 101.697743)",CO,,,Default,LADANG MAWAR SDN BHD,90043838,90043838,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.176566, 101.697743)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,27/08/15 9:03,Malaysia,"(799844, 351501)","(799844, 351501)",,17:00:00,,- Invalid -
